,mid,uid,repost_count,like_count,comment_count,verification,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,positive_prob,surprise,comments_count,average_commenter_follow,average_commenter_follower,average_moral_word,average_immoral_word,commenter_gender_ratio,average_positive_possibility,positive_negative_ratio,average_text_lenth,average_moral_score,average_moral_emo,average_nonmoral_emo,moral_emo,nonmoral_emo,keyword_code
1810,4970989075304153,1961750481,0,185,14,0,"Oops, ouch, Jiao Sister fans are so anxious, the heroine of such a &quot;popular&quot; drama can&#39;t even get a single award. It&#39;s well known to everyone that she eats cakes in the middle of the night and sexually harasses her co-workers. Now she&#39;s even seducing a beautiful woman. At least she has a good face and a good figure. Your sister. What&#39;s the matter? Is oil in the glue? Oops, regardless of the fate of fans, it&#39;s just because Zhuzibaijia refuses to publish ugly things in domestic entertainment. Everyone is responsible. Congratulations! Another annual magazine. I just don&#39;t know if Valentino will directly official After all, more than 300 Bosideng stores have closed down. Closed",81,-0.0514603624184084,0,2,81,86.5101,0,6,731.1666666666666,142641484176919.34,2,1,0.0,38.442,1.0,6.833333333333333,1.9117,0.0,0.0,3,3,3
1813,4970985741619022,7384322155,0,0,2,0,"I went to check in at a new store today at noon, but I didn’t see the live show. First, it was because I couldn’t get a ticket. Later, it was because I had to work overtime for three consecutive days and I was hungry. I was tired from working overtime... I severely condemned Ms. Wang for treating me within a 50m radius of the office building. They were kissing and hugging each other. The sunset was not as beautiful as that day, but it was still beautiful (btw the sunset was already 4 hours ago. I sent a wrong file for dinner. I ran up to resend it and came back. Only jnr was left in the store. Hey hey hey. !Plan to go home: Take a shower on the elliptical machine and watch Korean dramas. Updated. Close d",81,0.3644254883976906,1,1,80,0.0044,0,1,629.0,294.0,0,0,0.0,50.0,1.0,5.0,0.0,0.0,1.0,1,1,3
1816,4970980360325592,5943723664,0,1,1,0,"If I had known, I would have stolen a mobile phone, sexually harassed a beautiful woman, and robbed a beautiful woman today. I should have been in the detention center instead of sitting on pins and needles in front of the computer.",21,-1.3446427165756585,1,3,16,12.8759,0,1,117.0,73.0,0,0,0.0,97.8069,2.0,3.0,0.0,0.0,1.0,3,1,3
1823,4970971024069261,3925072061,0,0,3,0,"If you send a private message to your husband and your husband can’t receive it, help me forward it to your husband. You should be very confident in your husband’s mind. Thank you, and don’t think I’m being extreme. Don’t be a masculine hater. I found that you are very sexist and have a vicious male-hating mentality. I don’t know why you are so male-hating. I’ve made several quotes out of context. Sexist stereotypes about male and female differences. Men now reject stereotypes and do not say sexist things about women such as men having higher IQs than women. Women also reject stereotypes with double standards. For example, they will definitely recognize this if it is beneficial to them. But they also like stereotypes and sexism, saying that men’s empathy is not as strong as women’s. And you always use sexist stereotypes, and women are better than men. After a while, men are worse than women. Are you not a male? I don’t see many people who have a vicious and male-hating mentality and hate their own gender. It is said that women should embarrass women, but since I saw your husband’s vicious and male-hating comments, I feel that men like your husband hate their own gender to the extreme, but they are also very narcissistic and hate all men except themselves. Label them with vicious labels, vicious stereotypes. What kind of men are required by society not to observe other people&#39;s needs? Only women care about other people&#39;s needs. As a man, I have never had such an experience. I have been comparing myself to others since I was a child, and I often think from other people&#39;s perspective. On the contrary, today&#39;s society has poisonous chicken soup female boxing ideas, princess The disease is far greater than the prince&#39;s disease! What else are you saying about complaining about your wife and your husband? May I ask why your husband doesn’t say that he is a gentleman? Men should let women go. It is natural for men to support their families. These words and phrases label and morally kidnap men and criticize them? Your husband is a deformed, vicious and male-hating man who can’t even empathize with his own gender. To put it bluntly, how can we expect you to be a kind person just by looking at your face and talking about him? Or is it just for traffic and to harvest female leeks? Is it the ultimate vicious misogyny, or are you just trying to prove your superiority over other men? Who is the best at learning masculinity? Are you the only one in your world who is an outstanding man with good morals? I have discovered that many vicious men who hate men and women have fallen out of favor in recent years, such as Zhou Xuanyi and Shi Hang who were exposed for sexual harassment. And recently, Li SY, your husband’s guest group colleague, was also accused of sexual crimes by a female netizen. Is it because the female boxer’s vicious male rivalry and male dislike mentality means that he feels that he is superior to other men? Who is the best at learning masculinity? Or is he just a bad guy, so he thinks all men are the same as him? Vicious male competition and male-haters are ten times more intense and vicious than female competition! On the contrary, I think people who can empathize with their own gender are generally really excellent in all aspects, such as Andy Lau, who has also sung, &quot;It&#39;s not a sin for a man to cry. @ Yang Geli @黄志中, since your husband can be vicious and aggressive Men can&#39;t even empathize with their own gender, and they still label men with sexist labels that they don&#39;t have, and use stereotypes to randomly define the differences between men and women. How vicious the psychology is! To flaunt one&#39;s superiority over other men! I am the best virtuoso in the world. Be your best. Don’t you feel horrible about such vicious and selfish people? Jay Chou, Andy Lau, Luo Yunxi, the outstanding men I like, they all empathize with their own gender, these are the outstanding men, both men and women like them, they are real and not hypocritical. Luo Yunxi was interviewed by a female reporter about the topic of straight men. He said that boys nowadays are all coaxers. When a female reporter told H Xiaoming how to preserve food without getting greasy, she mocked H Xiaoming. He said just be yourself! On the other hand, with a mentality similar to your husband&#39;s, there are countless men who have fallen out over the past two years. Before Luo Zhixiang fell over, he pretended to say in the show that we should respect women and girls are not for sharing. However, it was revealed by Z that he only shared and played with the people around his brother.",294,-0.2405594923655047,6,15,275,100.0,0,3,227.0,74.0,0,0,1.0,92.5528,4.0,9.333333333333334,-0.3328,0.3333,0.0,46,29,3
1824,4970969316986135,2014581203,0,0,2,0,"Another thing that caught my attention in the whole palace drama was about the expulsion of Sam Altman when the incident broke out. Someone once tried to point the reason to the sexual harassment accusation made by Sam&#39;s sister against him, but it only caused a ripple, and there was no follow-up. volume, whether it is external network or domestic. The melon-eating incident, which is usually more attractive under hot-button incidents, is so quiet, and the media are taking a matter-of-fact attitude, which is surprising.",59,-0.6756076038899647,0,2,58,99.9998,1,1,11.0,1.0,0,1,1.0,99.318,2.0,40.0,-0.8199,1.0,0.0,2,2,3
1827,4970966850734050,7624055757,0,0,1,0,Sexual harassment,2,-42.53253914361115,0,1,1,58.1711,0,2,280.0,22.0,0,0,0.5,71.4092,3.0,2.5,0.0,0.0,0.0,0,0,3
1833,4970952135809179,5672436202,0,2,1,0,"The mistress of White Deer Company dug a hole in the eyes of the crew members, &quot;Could it be zlh hired someone to film it?&quot; = Invisible sexual harassment really disgusts me.",25,-1.0605858210498131,0,2,27,2.4807,0,1,86.0,1.0,0,0,0.0,13.6041,0.5,11.0,0.0,0.0,0.0,2,0,3
1837,4970949717263609,1016585413,1,8,8,0,"I just said that the heroine is still too spoiled to him! Just give him a slap and he won&#39;t think of sexual harassment as flirting. Besides, it seems like this is the first time we&#39;ve met, bro.",29,-1.140160888980202,0,1,29,3.2513,0,2,150.5,262.0,0,0,0.0,20.3565,0.3333,14.5,-1.5113,0.5,0.0,0,1,3
1839,4970946532477667,2944943253,0,0,1,0,"After long-term observation, I found that the arrival of muffins has more of a positive impact on the group. Only when I was with the group, it was indeed more harmonious, but it also felt bored, so some time ago, it had to look at me every morning. ? After the cakes arrived, Tuantuan became obviously more lively. He also liked jumping up and down to get excited and polish his nails. Life lies in exercise. For older cats who are motionless every day, they are prone to various diseases, so running and jumping is better. The downside is that you will be sexually harassed and put away.",75,0.0918415496137048,1,3,72,97.969,0,1,83.0,13.0,0,0,1.0,10.3953,0.5,21.0,-0.7772,2.0,1.0,2,6,3
1842,4970943261969117,1016585413,3,16,18,0,"My first impression of Xu Mo: Brother, this is sexual harassment",7,-7.6531096171768445,0,1,7,90.5705,0,8,412.5,2.423889570390177e+18,1,3,0.25,57.9372,1.5,11.25,-3.732,0.25,0.375,0,0,3
1845,4970940584961492,2715239797,0,113,1,0,"Too bloody! In Hanzhong, Shaanxi Province, a couple was toasting to the guests at a wedding. Suddenly, the father-in-law, who had drunk too much, picked up the daughter-in-law next to him. After putting her daughter-in-law down, she still hugged her waist. The mother-in-law next to her suddenly turned green. Got it! Netizen: Never let father-in-law and daughter-in-law be alone! Guo Xiaosong&#39;s hometown is a quiet and ancient town, surrounded by green mountains and gurgling rivers. The people here are old-fashioned and traditional, and marriage is still an extremely important matter for many families. Guo Xiaosong, an ordinary and slightly dull young man, at the age of 28, under the supervision of his family, began a blind date journey for a long-awaited lifelong event. Xiaosong&#39;s mother ran around for his marriage, looking for a suitable girl for him again and again. However, Xiaosong&#39;s dullness and poor words prevented him from impressing several girls after meeting them. Until one day, he met Zhang Yuting. Yuting&#39;s beautiful appearance and slender figure made Xiaosong excited. When they met for the first time, Yuting&#39;s generosity and initiative made him feel an unprecedented sense of comfort. The two had a pleasant exchange and left each other&#39;s contact information. Not long after, Yuting came to Xiaosong&#39;s house as a guest and explored Xiaosong&#39;s life and family. Although Xiaosong&#39;s family background is solid, his introversion and ordinary appearance make Yuting more interested in him. The luxurious decoration of Xiaomatsu&#39;s home also makes her look forward to the future. As a result, the relationship between the two quickly heated up and they reached the point of discussing marriage. The day of the engagement party finally arrived. On this day, the home was decorated with joy and lanterns were hung high. Xiaosong&#39;s father, Lao Guo, is a middle-aged man who looks ordinary but has a delicate mind. He is particularly concerned about his son&#39;s marriage. At the banquet, Lao Guo&#39;s concern for his daughter-in-law was beyond ordinary. A pair of eyes stared directly at the daughter-in-law, seeming to have an unspeakable meaning. As the banquet progressed, Lao Guo gradually became a little tipsy. He stood in front of every table, his tipsy smile revealing happiness and satisfaction. Friends congratulated him on getting a virtuous and beautiful daughter-in-law. When Lao Guo heard the compliment, he was immediately elated. However, what happened next made the entire banquet instantly quiet. After congratulating her, an old friend suddenly said to Lao Guo: &quot;Congratulations, Lao Guo, you have a virtuous and beautiful daughter-in-law!&quot; Lao Guo couldn&#39;t help but smile triumphantly when he heard his friend&#39;s compliment. Then, he walked to his daughter-in-law Yuting without hesitation. Yu Ting stood aside, wearing a gorgeous cheongsam showing her graceful figure. Lao Guo&#39;s smile became even brighter, and he suddenly hugged Yu Ting. Yu Ting did not signal resistance, but swayed her cheongsam sensibly. This sudden scene stunned everyone present. Lao Guo hugged his daughter-in-law and said to everyone with a smile: &quot;We... have a custom... that is, the father-in-law wants to carry his daughter-in-law into the house... I will give it a try today...&quot; For a moment, everyone was surprised and embarrassed. , the scene was silent. The sudden action shocked everyone, and the scene was extremely embarrassing. A blush appeared on Yuting&#39;s face, but out of respect for her elders, she did not show displeasure and just lowered her head shyly. The mother-in-law next to her was even more flushed, with dissatisfaction and embarrassment flashing in her eyes. But it was difficult for her to have an attack in front of so many guests. Lao Guo seemed to be completely unaware, his smile was still bright, and he never put down the wine glass in his hand. He held Yu Ting high and maintained an intimate posture. Everyone&#39;s eyes turned to the bride and groom, and the atmosphere of the wedding was instantly broken by this unexpected scene. However, Lao Guo did not stop because of this, and still held his daughter-in-law&#39;s waist. It was not until others reminded him that Lao Guo put down his hand, but looked at Yu Ting with happiness on his face. The whole scene fell into an eerie silence, followed by applause. People applauded, perhaps surprised by this sudden move, or cheering for the happiness of the newlyweds. The wedding continued, but Lao Guo&#39;s performance became the focus of the day and was talked about by people. A guest at the scene recorded a video of this scene and posted it online, which immediately aroused heated discussion. Some netizens said, It doesn’t matter if there is no such father-in-law. Is this making other people laugh? Where is my son? Where is your mother-in-law? No matter what the reason is, I will never agree to hug you! Some netizens said that the father-in-law was trying to be a gangster by drinking, so why didn&#39;t so many women hug him and try to get one step ahead of him? Some netizens expressed their understanding and thought that this was no problem. It was a happy wedding and just a joke, and my father-in-law would not be like this normally. First of all, from an emotional and moral perspective, Lao Guo&#39;s behavior was obviously inappropriate. Although in Chinese culture, there are no strict boundaries between father-in-law and daughter-in-law. But on this occasion, Lao Guo&#39;s behavior obviously violated the generally accepted moral norms of society, that is, appropriate distance and respect should be maintained between father-in-law and daughter-in-law. Secondly, from a legal perspective, although Lao Guo&#39;s behavior may not constitute a crime. However, his behavior may be considered obscene or sexual harassment. In addition, from a legal perspective, Lao Guo&#39;s behavior while drunk may involve issues of legal liability. If Lao Guo loses his normal ability to judge and control due to drunkenness, his legal liability may be reduced. However, this needs to be based on specific legal provisions and court judgment. Specifically, the &quot;Women&#39;s Rights and Interests Protection Law&quot; stipulates: &quot;It is prohibited to sexually harass women against their will through words, texts, images, physical behaviors, etc.&quot; If Lao Guo&#39;s behavior is determined to be sexual harassment, he may face Administrative penalties or civil compensation. According to Article 3 of the Supreme Court&#39;s &quot;Interpretation on Several Issues Concerning the Application of Law in the Trial of Cases of Crimes of Obstructing Marriage and Family&quot;, it is also clearly stipulated that acts that infringe on the physical dignity of others that occur at other people&#39;s weddings may constitute crimes of impeding marriage and family. In short, the customary behavior of &quot;carrying the daughter-in-law into the house&quot; is very inappropriate and disrespectful of the bride&#39;s dignity. What do you think about this? Due to the rules of the platform, you will only be recognized as a true fan when you interact more with me. If you like my article, you can click &quot;Follow&quot; and become a die-hard fan to receive article push as soon as possible. (Source: Jiangnan statement) Hide d",565,-0.0341311720653279,11,15,548,100.0,5,1,14003.0,10000.0,0,0,1.0,18.3723,0.5,2.0,0.0,0.0,1.0,23,85,3
1847,4970940174696631,1696231570,1,0,2,0,"Many women who have been sexually harassed may not be able to trust their marriages for the rest of their lives, and some may even be in a desperate situation. These men who take advantage of their power and advantageous position may not seem to be breaking the law and cannot be punished, but their crimes are also serious. If a young man discovers such a victimized girl, he cannot withdraw from the competition, let alone laugh at such a woman because she needs the salvation of his marriage! @庄志明lawyer",52,-0.4790602085423927,2,3,50,100.0,0,1,2461.0,10000.0,1,0,1.0,31.3115,0.5,3.0,8.6762,0.0,1.0,4,4,3
1848,4970939252213713,7880306908,0,0,2,0,"Heterosexuals hate men and are star-struck. People they like all the time tell me not to reject men so much. Don’t block them as soon as they come up. The result is that they tell me that I am innocent of hating men🚬Although I am also very presumptuous, I have not sexually harassed others! Seeing it accidentally does not count",39,-1.0024454748186258,1,2,35,81.5172,0,2,47.0,0.0,0,0,0.0,80.2914,3.0,14.0,-3.5738,1.5,1.0,2,1,3
1851,4970932168294753,5707928814,0,18,4,0,"On a blind date, I encountered sexual harassment",4,-8.676175817268671,0,1,3,83.8084,0,4,564.0,19776118832.0,0,1,0.5,47.4634,0.5,7.0,-0.3783,0.25,0.0,0,0,3
1857,4970918531043274,6271385086,0,8,1,0,"I had a long dream at noon and it felt very ridiculous. My role was the daughter of the servant of the eldest lady’s family. I followed the eldest lady to a senior school and was bullied by a group of young masters and ladies (each of the young masters and ladies is someone I know in real life). He was sexually harassed for no reason. He wanted to run back and call the police, but he was followed by this group of people. On the way, he met the housekeeper, Ma, and slipped into the car and ran away. He went home and told the eldest lady what happened. I got angry and said that such a thing could happen. Fengjuan Canyun helped me deal with the mess and even took me to go makeup shopping to relax. In the second half of the dream, I almost woke up and listened to the eldest lady telling me in a daze. &quot;This is for moisturizing.&quot; I thought: I&#39;m super, she won&#39;t like me...it&#39;s weird.",97,-0.0851005897383079,1,3,100,9.4039,0,1,224.0,24.0,0,0,0.0,53.6307,2.0,7.0,0.0,0.0,0.0,7,5,3
1859,4970914103428213,7762109628,0,0,1,0,"The female protagonist in Qiwen Diary 7 &quot;Kiss the Kite&quot; is weak and incompetent and dare not resist when faced with sexual harassment. The male protagonist said a few words to the female protagonist, and the female protagonist even used her family of origin to ridicule the male protagonist and attributed her weakness to her original family. What kind of meal ticket girl is this? It’s disgusting. Whenever she has the time to lose her temper with the male protagonist, just If you don’t get sexually harassed, you won’t dare to speak. The male protagonist doesn’t give in to the female protagonist. He likes the female protagonist and is with someone else. Even if the name is not worthy of the name, there is no need to go in and out together all the time. The current author writes that the male and female protagonists are normal people. , is it difficult?Collapse d",75,-0.6361626485573353,0,5,72,99.9958,0,1,634.0,39.0,0,1,0.0,27.5723,0.5,9.0,-2.6435,1.0,0.0,5,3,3
1861,4970908491449462,7852202987,0,0,1,0,I had sex with my mom and she didn&#39;t even tell me that I was being sexually harassed by a sloppy fat pig. You see?,19,-1.546504861782265,0,1,17,92.3679,0,1,248.0,3.0,0,0,0.0,23.9832,0.5,14.0,0.0,0.0,0.0,1,0,3
1869,4970895554909040,7218532231,1,0,3,0,I&#39;m in a bad mood and want to sexually harass Ruican.,8,-5.355609128067673,0,1,6,25.7307,0,1,158.0,236.0,0,2,1.0,34.7008,0.5,15.0,-2.126,1.0,0.0,1,0,3
1875,4970887397775208,6484094088,0,0,2,0,"Later I realized that I had been sexually harassed. I went to the burger stall in the cafeteria the day before yesterday to buy fries. The staff member at the time was new and I had never met him before. Then he brought me a burger. I said I wanted fries and he laughed. I laughed and said that you spoke too softly. When I finally brought the fries to me, I said, &quot;You have to speak louder so that I can satisfy you.&quot; . . . . At that time, I thought it was strange what he said to satisfy me, but now I realize with hindsight, uh uh uh uh uh uh uh uh uh, man, please die. d",59,-0.8113636444925578,0,1,62,21.4497,1,2,58.0,5.5,0,0,0.0,46.8564,1.0,10.5,-0.71,0.5,0.0,0,4,3
1878,4970886308037266,3809780584,26,69,14,0,tiger:? ? ? ? ?,1,0.0,0,0,3,41.8686,0,5,362.4,2500326294239.6,0,0,0.2,51.0797,1.3333,6.4,0.0,0.0,0.4,0,0,3
1880,4970879859822571,7391887789,6,218,12,0,"The toilet loves to support but not to support, it is best not to support, so as to avoid the crazy behavior of a group of bitches offline, coupled with Wang Bo&#39;s cold and expressionless face, it is like gathering a crowd to sexually harass a handsome guy. I can never express my love for the toilet, but I am truly in love with my big fan. When the time comes, the court will be full of sweetness, and the beauties will join hands in team building. Just thinking about it makes them happy.",48,0.6950303226261851,1,2,46,99.4782,0,10,684.8,1.1165641423942291e+19,1,4,0.0,50.9885,1.0,13.2,-1.1486,0.4,0.2,3,3,3
1883,4970878014062894,1771010893,8,150,11,0,"G-Dragon and his legal team declare zero tolerance. They are preparing to file multiple complaints to investigative agencies and individuals for defamation, insult, sexual harassment, spreading false information, and malicious defamation of G-Dragon. support! ! ! ! ! ! ! ! crlogo/owner",30,-2.155669867174783,1,6,27,13.4947,0,10,542.3,1.4622718691813582e+27,6,0,0.1,48.1667,1.0,3.9,12.1083,0.1,0.8,6,1,3
1888,4970868539395893,7117500109,0,3,1,0,What kind of sexual harassment are you saying who is sexually harassing?,5,-10.72502086234678,0,1,4,20.8174,0,1,343.0,26.0,0,0,0.0,88.3574,2.0,6.0,0.0,0.0,0.0,0,0,3
1889,4970868207786449,5580874443,0,0,1,0,"16 Why is it so hard to eat? Because among the obscene characters who love sexual harassment the most, I am the most suitable person next to Long Fu.",17,2.5891524733767137,1,2,14,80.7316,0,1,446.0,535.0,2,2,1.0,0.7876,0.5,16.0,2.3885,1.0,1.0,1,0,3
1891,4970865331803665,1974284701,1,6,1,0,"Can you respect the people you work with? Xijun is still unmarried... What&#39;s wrong with you? If you want YY to send it to the cooperation brochure, do you know how to write the word &quot;respect&quot;? To this extent, bt is just collaborating on a song. You should go to the doctor to check your brain instead of sexually harassing your collaborators like this.",40,0.0678885095934903,1,0,39,1.4979,0,1,478.0,50.0,1,0,1.0,1.3982,0.5,43.0,-0.005,2.0,2.0,2,2,3
1894,4970863503084837,7795787556,0,1,5,0,"After watching more than ten episodes of &quot;Fearless&quot;, I have some interesting points and negative points. Let me talk about the negative points first: 1. Every time Luo Yingzi goes to the teacher for advice, she will call the female teacher &quot;Mr. Mei&quot;, which is really disgusting. 2. The flat images of classic bad women have caused the heroine’s suffering. For example, the image of an evil mother-in-law + a shrewd and calculating mistress + an ungrateful, uneducated and unskilled young woman who wants to use the heroine as a bridge. It’s all about women’s entrapment and attacks on women, not to mention that her cowardly and opinionated husband is the source of the heroine’s suffering. 3. After Yingzi was framed by her husband and saddled with a huge debt of nearly 20 million, she still put a soft light on her husband&#39;s existence and wanted to listen to his explanation (the man cheated, transferred his property, took out a lot of money, took out a lot of money, took out his mistress, and bought it in the United States) 800,000-dollar house and having children with his mistress) Cool points: 1. Strong workplace ability. As a newcomer in the workplace, he was crazy about his immediate boss, and did not let his stingy boss squeeze him and exploit him. He maintained a good relationship with the parties involved in the case, and acted together to threaten his boss, so as to get the salary. Transferred professional qualifications 2. Protected female colleague Qiu Hua and stood up for her when she faced rumors in the workplace 3. Qiu Hua helped Luo Yingzi investigate the case when her family was in debt, female mutual help is reflected here 4. Yingzi responded to the loan with tact My brother&#39;s sexual innuendo and sexual harassment, after being forced into a few words, achieved the effect of clear rejection + counter-threat + step down. I protected myself and preserved my connections without ruining them. The most amazing thing is that when faced with male-related conflicts, you can get the results you want without damaging the relationship every time and on the premise of protecting yourself. On the contrary, when facing family conflicts, the heroine often becomes wise in an instant. This is outrageous...Collapsed",201,-0.0741914742783701,5,14,191,100.0,0,3,1418.6666666666667,10000.0,0,0,0.6667,66.6982,1.5,26.0,-0.0485,0.3333,2.6667,17,11,3
1895,4970862864499310,6081189033,1,4,1,0,What are you talking about? What is sexual harassment in the workplace?,10,-5.243166573919122,0,1,9,92.0113,0,1,356.0,227.0,0,0,0.0,63.9136,2.0,5.0,0.0,0.0,0.0,1,1,3
1904,4970849296979525,3123926121,0,0,2,0,"Maybe it’s because I was crazy about chili peppers a while ago. I’ve been extremely uncomfortable in the mornings for the past two days. I was going to eat something light yesterday afternoon, but the fried eggplant was too spicy, and I feel uncomfortable again this morning. Recently, it seemed like I was going to gain a loyal little fan. Well, I added the Weibo I deleted yesterday to the night before. We chatted at night and talked about the time when we first met. Husband: Do you think Ifeelveryprotectiveofyou is a confession? Me: See if I like you. Husband: What if I don’t? Me: It’s considered sexual harassment. Husband: I haven’t lived here for a few months, and the house is too dirty. It’s so dirty that I don’t want to come in. I want to do a lot of washing and I don’t have any laundry detergent. I quickly place an order online, and then I work with the sweeping robot for a few hours. , finally found a place to stay. Hide d",104,-0.1645260177655524,1,3,102,0.0,0,1,130.0,105.0,0,0,1.0,12.599,0.5,4.0,0.0,0.0,1.0,1,8,3
1910,4970844539586273,7034938038,0,235,21,0,"It does no harm to anyone to avoid suspicion in public, right? Celebrities still need to learn to behave and understand what a sense of proportion is, and don&#39;t imitate sexual harassment in the workplace. What makes me feel incredible is Zhang Linghe. The plots of these episodes of &quot;Ning&#39;an Like a Dream&quot; can be said to be serving the hero Xie Wei alone, but he has not become popular.",50,-0.4713804713804725,0,2,51,99.9855,1,15,372.6666666666667,10000.0,1,2,0.2667,54.4569,1.8333,12.533333333333333,-1.6911,0.2667,0.2,1,2,3
1911,4970843601112047,6612632893,0,25,5,0,"I feel that Xiao Yiyi&#39;s autograph signings are particularly valuable to people. He only goes to flatter you after understanding what kind of flattery you need. His response is very quick and funny, unlike some teammates who suddenly randomly sexually harassed passers-by on the street. A wretched man (feelings after watching the autograph signing video)",46,-0.0185576865644634,1,2,43,99.8788,0,3,480.3333333333333,844237063.3333334,1,1,0.0,74.6032,1.5,18.333333333333332,-0.155,0.0,0.3333,1,1,3
1915,4970832729474119,2648002465,0,0,1,0,"When a woman grows up, no one has ever encountered sexual harassment. No one is spared",16,-4.242384168644888,0,1,15,98.8543,0,1,1010.0,10000.0,0,0,1.0,99.9999,2.0,27.0,0.0,0.0,4.0,0,0,3
1917,4970829139150696,6079478177,0,0,2,0,"Yesterday, I dreamed that I met a very handsome sister. I rushed over to her and said to her with eyes wide open, &quot;Wow, your fingers are so long!&quot; Oh my god, this is sexual harassment, right?",31,-9.535024819189197e-05,0,1,33,94.5089,0,1,9.0,10000.0,0,0,0.0,99.6701,2.0,8.0,0.0,0.0,2.0,0,0,3
1918,4970826195276964,6271719822,0,2,1,0,Beijinger Wang Jing &quot;sexually harasses&quot; talented women (using various consciousnesses and desires). &quot;Weibo&quot; 20231122.,14,-1.6415398573058733,0,1,18,99.346,0,1,38.0,10.0,0,0,0.0,26.8551,0.5,7.0,0.0,0.0,0.0,0,1,3
1930,4970798982108570,3634590052,2,73,17,0,"G-Dragon [G-Dragon &quot;We will take legal action against reputational damage, sexual harassment and other posts and will never tolerate it&quot;] Family members🤗🤗🤗After I saw this news in the morning, I was in high spirits and strongly support G-Dragon. Brother Long&#39;s zero-tolerance principle will be prosecuted to the end, and let all those who slander Brother Long know that not everyone can spread rumors and slander us, superstar Quan. I&#39;m going to drink three bowls of soy milk to celebrate. d",60,-0.2626562745212092,1,6,62,25.8073,0,6,322.5,10000.0,2,0,0.1667,34.7354,0.3333,4.166666666666667,6.4705,0.0,0.6667,4,6,3
1933,4970783119248540,7764632422,0,6,12,0,"There are still sexual harassment related posts that need to be dealt with later. Mother Long, you are in trouble (it’s as if I haven’t had a blowjob)",25,-2.539566067620633,0,1,25,27.6618,0,3,231.66666666666666,203765536.33333334,0,1,0.0,52.6383,0.6667,4.333333333333333,-2.109,0.6667,0.0,1,0,3
1934,4970780211546058,2842385462,309,1426,117,0,"[G-Dragon’s side: “We will take legal action against posts that damage reputation, sexual harassment, etc. and will not tolerate them” [Full text of official position]] The following is G-Dragon’s complete statement. I am lawyer Kim Soo-hyun, the legal representative of G-Dragon. We are currently taking legal action against the author of G-Dragon&#39;s malicious posts such as reputational damage, insult, sexual harassment, spreading false facts, and malicious slander. Through its own monitoring and reports from fans, it has collected evidence of insults, reputational damage and other behaviors that infringe on G-Dragon&#39;s rights. We are preparing to submit multiple complaints to the investigative agencies and will respond with a zero-tolerance attitude. There will be no negotiation or leniency with suspects in the future, and they will be held accountable and dealt with seriously. Hide d",85,-1.106995969090986,1,9,83,0.0675,0,92,387.29347826086956,4.212497970791871e+213,15,19,0.1413,44.893,0.6296,4.380434782608695,0.5834,0.1957,0.3152,9,7,3
1937,4970774440969947,2343287033,0,9,1,0,"[G-Dragon takes legal measures to deal with &quot;Keyboard Warrior&quot;] Singer G-Dragon (Kwon Ji-dragon) entrusted defense lawyer Kim Soo-hyun on the 22nd to express that he has taken legal measures against netizens who maliciously slandered him through online posts. Kim Soo Hyun said that he is currently taking legal action against the posters suspected of damaging G-Dragon&#39;s reputation, insulting, sexual harassment, spreading false news, malicious slander, etc. Through its own investigation and fans&#39; collection of reports, evidence of suspected insults, reputational damage and other violations of G-Dragon&#39;s rights and interests will be submitted to the investigation agency, and malicious posters will not be tolerated. G-Dragon was recently under investigation for suspected drug use, but the results of precision tests on his hair and nails were negative. He himself has repeatedly denied drug-related accusations. Hide d",81,-1.019941647662157,1,11,79,0.0003,0,1,113.0,47.0,1,1,1.0,23.4988,0.5,14.0,0.9444,1.0,1.0,12,6,3
1942,4970758528303465,2084879627,0,0,1,0,"I had a long dream. I dreamed that I went to school again. The teacher was the disgusting old man who taught me for two years in elementary school. In the dream, I quarreled with him again. This old man should be the nightmare of our class. He sexually harasses girls, insults boys casually, and collects money from us from time to time. He doesn&#39;t know how to teach, and has so much homework that it drives people crazy... endless disgusting things. Come to think of it, I&#39;m pretty good at resisting. Once in class he drove me crazy, so I openly quarreled with him. I should still be in the fifth grade of elementary school, just two years older than my daughter is now. I am so brave. Now thinking about the fact that I quarreled with him, there is nothing wrong with quarreling with him, but it seems that it may have caused psychological harm to the other boy. At that age, I really couldn&#39;t take this into consideration. I had such a dream again today, and I really only have a grudge against the old man. Hide d",98,-0.1475605208770198,0,4,95,99.8496,0,1,533.0,298.0,1,0,0.0,86.9368,2.0,16.0,4.0531,2.0,1.0,9,2,3
1945,4970734732444604,5502037350,0,2,3,0,"Men are really mysterious and unpredictable. While we were chatting, suddenly a sexual harassment conversation was inserted in a very unnecessary place at the speed of light and returned to the main story at the speed of light. You didn&#39;t even realize what happened. He was chatting with you like a man with a normal look, and suddenly he was so confused. He took it out for 0.3 seconds and put it back again to continue chatting. Shocking, lightning-fast, enlightening, mysterious, a man himself can complete a set of instantaneous universes.",57,-1.2012416397112384,1,2,56,99.9986,2,1,46.0,52.0,0,0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,1,5,3
1946,4970726353797158,5198389096,0,0,1,0,"When I saw the story about the 1993 American comedy variety show (SNL) that satirized the sexual consent advocacy movement, I immediately thought of the 2021 Japanese comedy variety show (The Times) that satirized the sexual harassment protest...",19,-2.1301035778006665,0,2,21,95.053,0,1,457.0,162.0,0,0,0.0,77.0027,2.0,15.0,-1.3735,0.0,0.0,3,3,3
