,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
507,"As I said early on, only people with low IQs would think that Du Meizhu was the victim in Wu Yifan&#39;s incident. Now that Du Meizhu is not far away from going to jail, she realizes that Wu Yifan is also one of the victims. The two of them are actually the same, but no one feels sorry for the other. In fact, Du Meizhu was supported by the capital of the opposite party targeting Wu Yifan and moved the latter down. How could Du Meizhu, a person with erroneous views, have so much energy to send Wu Yifan, a top figure, to prison? The capital behind it all wrote the script. Of course, Kris Wu must have been sentenced to prison because he broke the law, but you must know that there was no public trial from beginning to end in this incident. What does this mean? The lack of disclosure shows that Kris Wu himself agreed to plead guilty in this way. However, although Wu Yifan pleaded guilty and was imprisoned, it was not necessarily the terrible and disgusting crime that Wu Yifan said on the Internet. He was probably imprisoned for other crimes, not all for Du Mei Zhu. Now that Du Meizhu&#39;s crimes are gradually coming to light, Wu Yifan should be able to get a reduced sentence. But no matter what, I commented on this matter because I read through a script early on. It is certain that Wu Yifan is not a qualified idol, because if you have not committed a crime, the court will not sentence you for no reason, but Du Meizhu is acting like a good boy with impunity. That will never be tolerated. Kampot Gle[Victory]Collapse d",139,-0.6350727057956392,2,6,132,10,0,1,0,2,13,0,100.0,"[0.39140774960781044, 0.9772408968043209, 0.6249463514787787, 0.7253202317438665, 0.27397260273972623, 0.9979245622498611, 0.5909925150803153, 0.9940586588117937, 0.5262327818078083, 0.21796407760406988, 0.5262327818078083, 0.730591036020772, 0.5262327818078083, 0.6669707114418056, 0.5262327818078083, 0.8280666795607716, 0.02827210847459627, 0.8698059712412443, 0.7619635774833311, 0.9521524158518375, 0.9352693192723989, 0.5262327818078083, 0.6011687619032823, 0.9838807681616415, 0.6548667906063784, 0.6465978564110876, 0.6119125014669814]"
508,"Du Meizhu’s ex-boyfriend is currently live broadcasting on Douyin. He speaks very funny words and makes people laugh. He and Miss Du used to live in the front and backyard, and there are many jokes.",23,0.0,0,0,24,0,0,0,0,0,0,0,0.8486,"[0.10552893129193797, 0.2838001381539098, 0.5357695234978175, 0.19448817312002198, 0.5]"
509,"You lied one after another, this is the &#39;heroine&#39; you call, isn&#39;t she going in?",13,-1.6649059096440684,1,1,13,0,0,0,0,0,1,0,94.6055,"[0.42865296929928376, 0.9922547515179514, 0.16262817926027684]"
510,"There are no minors in the hot searches, and Du Meizhu is one of the victims, a victim who shows off afterwards! The victim tmd has Mitake!",16,-1.8008448806264497,0,0,16,0,0,0,0,0,1,0,87.4501,"[0.10566506144628174, 0.941976023727525, 0.29496171638214974, 0.9224800987293243]"
511,"★Do Meizhu’s latest recording Li En broke the news about Do Meizhu’s recording and posted an article saying that Do Meizhu admitted that Wu was in a relationship because he was very nice to her. Is this the so-called “victim”? After the relationship between Li En and Do Meizhu broke down, she dissed her many times. Every time there was negative news about Do Meizhu, Li Eunbi posted a post to complain about her again★Entertainment Review Awards Weibo video of L Entertainment visiting",46,-0.04383730259327121,1,0,49,1,2,1,0,0,2,0,99.9996,"[0.9994341353706434, 0.4122427018017939, 0.9972161287991245, 0.4720772689780247, 0.5175985989886465, 0.7070698950434562, 0.7588649872351944]"
512,It’s really hard for me to accept that Du Meizhu won’t come in.,9,-2.8808307992282076,0,0,8,0,0,0,0,0,0,0,64.5636,[0.6456364815810318]
513,Covering your mouth is really good🫢,3,0.0,0,0,4,0,0,0,0,0,0,0,2.585,[0.025849647292807365]
514,"What is the main reason why this matter has developed to this stage? In fact, everyone knows it, right? A so-called victim lived a happier life than anyone else. Even an incomprehensible smile showed in front of the screen, indicating that her current life was what she had dreamed of. Even with the large flow of victims, she could not hold down her villa, car, and Pilates work. Room? Were you surprised to receive 500,000 yuan? Come and listen to the recording, shall we? Hide d",60,0.0,0,0,62,5,2,0,0,0,0,0,99.9996,"[0.8975494220809249, 0.5512110016420362, 0.73353355815699, 0.7615886856179511, 0.9950770172554815, 0.16819486085510116, 0.09677419354838712, 0.3885799075394165, 0.9555618971724978, 0.9930002168123213, 0.4737672181921908]"
515,He stigmatized Zhang Guimei and protected Du Meizhu. This is an insult to all Chinese women.,12,-2.5910599645281414,1,1,12,1,0,0,1,0,0,0,98.1656,"[0.06568287683812535, 0.9892466309378973, 0.910782187609965]"
516,"When you open your mouth, you tell lies without drafting anything. You are really awesome. I have only seen Northern Myanmar once. Is she really talented?",18,-4.4042494693764915,0,1,16,2,0,0,0,0,1,0,29.6686,[0.2966861501561604]
517,"Do Meizhu and this Li En don&#39;t care, they are both clowns, but do they want to help that person reverse the case?",17,0.060803666446747284,1,0,18,0,0,0,0,0,1,0,83.2085,"[0.5943020285532639, 0.7035415591706546, 0.525113168663767, 0.638537723794726]"
518,"A person who sucks so much still needs to use kindness to defend and considerate him from the other person&#39;s perspective? There is no need for people who need to be eliminated by the laws of nature. They like to make quick money, are lazy and have no good qualities. They are almost all born bad people, such as Du Meizhu, who forcibly takes over the possessions of young girls. Those who are arrogant are not worthy of sympathy, pity, or respect, so they are all born bad. Everyone screams and beats them, and they will not change or repent. Then it is wrong to stand on the other side and help the other side to free themselves. If you respect yourself but don&#39;t cherish your own kindness, isn&#39;t that just a fool? Punish such people severely. The best way is to make them feel the price of doing evil, not to mention having too much sense of right and wrong. It can be done People who do things are cruel people, and all they want is the pursuit of the ultimate efficiency, and people are just people. The earth will continue to run as usual without anyone else, and there is no need to be considerate of this and this, making kindness cheap. If everyone takes shortcuts, then Why should those who have endured a lot of hardships succeed? This is how the world is. Survival of the fittest, so there is no need to sympathize with them. Use kindness where it should be used, only be valuable and don’t squander it wantonly. This is a wise person. , the characteristic quality of a person who is ruthless and can do big things. He will never look around and think about such trivial matters and spend his precious time in meaningless places. That is too stupid. Such a person&#39;s structure is too small and his horizons will not be broadened. You can&#39;t accomplish anything, so if you have committed similar stupid things before, you don&#39;t have to do it again in the future, because people can change. The mentality of people who have this intention in their hearts will radiate from the inside out to be able to do great things. He has the temperament of a person who is relaxed and not entangled. He will never get entangled in internally destructive and futile things and will be very confident, courageous and courageous in everything he does. He has the mentality of an adventurer, but he has wisdom and will not Being reckless has a more stable mentality. As a male alpha male, don&#39;t be like that group of women who struggle every day, internal friction, mother-in-law, mother-in-law, and can&#39;t help anything. If a man is like this, it is too low. Just do it. People who have the mentality and temperament of a decisive male leader will change. The role of intention, such as desperately relying on perseverance and courage to persevere through the last month of preparation for the exam, completing the task, and successfully passing the exam is as simple as drinking water and eating. Usually, after finishing, I rely on my own perseverance, courage, courage and self-discipline to complete the subsequent weight loss and various to-do tasks. I have the mentality of a male alpha male who enters the society with social thinking. I have a strong inner mentality and dare to do anything. Dare to try and don’t care about other people’s opinions, and have uninterrupted passion to release oxytocin. Modern men are accustomed to being very comfortable in their families. Many of them are afraid of difficulties when encountering some setbacks and difficulties, and do not have the self-discipline to give up. Therefore, these men are equivalent to The threshold is lowered, so even a little bit of masculine mentality and courage is enough to crush them. People like them encounter some difficulties and setbacks, just like the courage mentioned above, they are not petty, afraid of this, afraid of that, and entangled. No matter how hesitant, he has the same courage and temperament as the boss of the superhuman mother and baby industry who came back from Taiwan to start a business from scratch. These are all people who have endured hardships and survived, just like the people of Happy House. The reason why there are so many special forces, champions and the like is because they have developed the quality of resisting setbacks and hardships. If they encounter certain opportunities and grow up, they will form the image of a male leader, a courageous and big-headed man. mentality, coupled with the strong heart that they have learned through customer service and are not afraid of difficulties, they are unlikely to be bad in the future, which has enhanced their self-confidence, or they are born with a strong personality, and this kind of man has the chest-shaped leader mentality and temperament that is most attractive to women. The mentality of a man who can be relied on, instead of being tangled up and even depressed when a giant baby encounters setbacks and trivial matters, is too low-key. As long as the smart life is opened, everything will become smooth! What are the rules of the scientific material world, this is it! According to psychology, people who live their lives with this kind of mentality have a high chance of success in their careers. They are wise, courageous, and have a lot of details. Such people are even the top people who have worked hard for the older generation. The mentality of the older generation of gj leader-level people is also the moral bottom line they have. They also have many bad habits and even do bad things. They do whatever it takes for their own interests and still succeed later. This is how everyone is blessed by this mentality. It is a one-step choice, so I live a comfortable life, but when I reach a certain level, those things are not worth mentioning at all. I will still live a comfortable life. When I reach a certain level, I can better deal with my own desires, including various values and how to live my remaining life. In the next life, just let nature take its course, have desires, deal with desires and needs, and achieve happiness. It&#39;s that simple. The only thing in your mind is how to make yourself more comfortable. Never think about things that are not enough or even cause internal problems. There will be more in future generations. With better resources, he would have lived a comfortable life, even if he had done bad things, he would have lived a comfortable and wonderful life without any regrets. Therefore, it is enough to absorb these wisdom strategies that can change your mentality from the inside out. This is the intention that you want to retain. You also need these and then combine them with yourself to achieve the best self, the unique self. Coming to this world is to experience things that have never been experienced as much as possible. They only stay in subjective imagination and impressions without putting them into practice. Many people ask why people live this life. What they live for is why. This is the greatest meaning of life. For example, some For example, people born in the 1970s like their parents live for their children. Maybe this is the meaning of their lives. They take care of everything for themselves and it will end and they will have no regrets. I don’t understand it, but people are just like each other. If you are different, you cannot force it or change it, so just let her respect it, because this is likely to be a very meaningful and fulfilling thing, because you cannot impose your own values and outlook on life on others except yourself, because Everyone is an individual. Without heart-to-heart connection, even if you understand each other in a similar way, you will not be able to feel yourself or truly feel the feelings of the other person. Therefore, live a happy, perfect and happy life with what you think is a beautiful outlook on life. Just so what is the scientific world of matter, this is it! There won&#39;t be any ghosts, ghosts or snakes. Hide d",499,-0.04278566525063446,10,13,474,67,18,7,0,3,31,0,100.0,"[0.19022624699175672, 0.06989139839405234, 0.9055072705431035, 0.446001943994388, 0.5148007838296833, 0.5421802566862971, 0.8371273100211386, 0.8573605946749837, 0.8454348528592126, 0.9147404330631069, 0.6438825412461918, 0.7751344500977329, 0.6154634171036844, 0.3882352007463281, 0.7583913435393206, 0.6554123162370181, 0.51363253371152, 0.6009187048900073, 0.9682478579609748, 0.7369285626993493, 0.49883844378033604, 0.41903742370014607, 0.9912034122195139, 0.007049194836348582, 0.6474377683314001, 0.6259070580405992, 0.9108695652173914, 0.5, 0.8635447690591652, 0.9506752010242971, 0.7743527691904545, 0.7401137086580777, 0.46002378978260194, 0.36323588672563945, 0.1785196704821641, 0.5, 0.22162019285669365, 0.9582089009163257, 0.30775352592837957, 0.677844141359952, 0.6972925314783281, 0.9924384921140453, 0.31524654427894694, 0.4715936078321892, 0.9586992569075208, 0.5, 0.7971014492753621, 0.9708626298078316, 0.9940341708961536, 0.7356776012324096, 0.9960655015768983, 0.5, 0.9264932665174829, 0.8091156810636544, 0.9811614060482494, 0.6904448143000975, 0.5842593749418404, 0.436819749777685, 0.5262327818078083, 0.7820042661016748, 0.8495999043668114, 0.9143802435306125, 0.6257464253152349, 0.999994539786678, 0.20874935828338048, 0.446953751889149, 0.9997326971665734, 0.6257464253152358, 0.6031370701143985, 0.9922170915725749, 0.9435947440261603, 0.6937432035550538, 0.022646910134289877, 0.26115421128915484, 0.4737672181921908, 0.9644810015298548, 0.7465026098040721, 0.931121512166002, 0.9149067491037445, 0.995506727603795, 0.9996216269198054, 0.8860015391076899, 0.43848393182894485, 0.9895322451306339, 0.919764719266842, 0.9995680607811577, 0.8152958330606361, 0.6593341323611913, 0.3892031391790973, 0.9665916372152537, 0.9666713658352241, 0.5262327818078083, 0.9840747518499768, 0.9435153649121931, 0.8070175438596492, 0.5, 0.8356547448211088, 0.9997707474738179, 0.9233264189993785, 0.7977702172795086, 0.7678693786925979, 0.6900672697959117, 0.9971253309484257, 0.8627106046196504, 0.1164700496147435, 0.9233883690866205, 0.9651775688032206, 0.8133699640529077, 0.755529375932103, 0.9333605381146209, 0.9490740740740741, 0.601837672281776, 0.6629503751954388, 0.9937903826698072, 0.890431818630764, 0.9940245020532613, 0.9988955522110273, 0.5675094159331018, 0.7142857142857141, 0.9904436839659778, 0.9464724092554282, 0.931054873676844, 0.9991655759854688, 0.9345109553099932, 0.6448909551763705, 0.613186687044947, 0.7965478982758294, 0.542589775714854, 0.7930735200983491, 0.8847740630748134, 0.6898803075408108, 0.9512937335349583, 0.41904599286513067, 0.5262327818078083, 0.999997176188053, 0.5262327818078083, 0.8376661468844802, 0.4737672181921908]"
